Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
45,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,0,1,3,0,3,0,0,0,0,1,0,1,0,2,1,0,1,1,2,67,37,291,107,80,1.19,1,1,1.1,1,1,0,6,6,24,1,0,54,9,0,0,495,54,4,18,8,47,78.60%,17,8,57,2,2,7,1,4,5,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,2,2,18,89,211,195,13,49.80%,64.30%,89,22,76,29,127,135,68.40%,19,1.03,0,13,35,35,11,1,1.19,0,1.19,0,1.19,5,5,0.17,7,0.31,0.4,36.40%,15,34,23,7,23,6925,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
45,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,2,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,3,70,23,279,92,94,1.01,1,0,0.2,1,0,2,4,6,23,1,1,47,9,1,0,489,65,8,10,25,59,69.20%,16,2,55,4,7,4,3,1,4,1,0,0,1,0,0,1,3,3,0,1,3,1,0,1,1,0,0,2,3,0,1,1,0,1,1,0,0,3,2,12,20,100,166,223,11,49.50%,66.70%,108,26,52,33,148,98,46.20%,26,2.85,1,14,36,36,21,2,0.17,0.84,0.17,0.84,0.22,6,3,0.13,8,0.14,0.1,31.00%,17,17,24,10,24,6925,,HFX vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,3,Played,L 1-3,2276230,HFX vs EDM (2022-04-30)
45,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,0,0,4,2,1,0,0,0,0,1,0,1,0,1,0,1,0,2,3,66,35,319,131,87,0.49,1,1,0.49,1,1,1,5,6,22,0,0,44,10,1,1,491,48,5,11,16,53,66.70%,21,13,54,2,5,3,0,4,5,2,0,0,0,0,0,1,1,1,0,0,4,0,1,2,0,1,0,3,2,2,0,1,0,2,2,0,0,2,2,6,6,74,207,210,7,45.10%,68.30%,120,27,71,33,161,125,36.00%,25,1.66,1,10,39,39,12,2,0.38,0.11,0.38,0.11,0.49,5,1,0.08,6,0.2,0.33,16.10%,6,29,31,8,31,6925,,VAL vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,6/5/2022,7x23jhdms5lxtkdtx8w1i153o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276251,VAL vs EDM (2022-06-05)
45,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,49,24,416,235,108,0.29,0,0,0.25,0,0,0,6,6,12,1,0,50,3,1,0,615,59,14,16,22,72,65.20%,15,7,59,5,5,5,0,3,6,3,0,1,0,0,0,0,4,4,0,0,6,1,0,1,4,0,0,5,4,2,3,2,0,0,2,0,0,2,3,2,16,93,278,244,7,37.50%,82.50%,147,39,157,45,179,192,66.70%,12,3.11,0,6,50,50,15,7,0.29,0,0.29,0,0.29,6,2,0.04,7,0.17,0.17,33.30%,17,27,22,6,22,15376,,HFX vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,4,Played,L 0-4,2276244,HFX vs FOR (2022-05-20)
45,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,2,0,5,1,1,0,0,0,0,2,0,0,0,2,0,0,0,3,1,81,24,377,159,113,1.45,2,2,1.31,1,1,4,2,6,9,0,0,57,4,0,0,572,71,3,11,13,43,48.30%,15,11,53,6,4,5,2,5,8,3,0,0,0,0,0,1,2,2,0,0,3,0,0,2,0,0,0,3,2,1,0,1,0,2,1,0,0,3,4,0,10,136,223,213,20,43.20%,72.10%,116,52,104,70,157,150,47.10%,51,1.52,1,23,29,29,13,1,0.31,1.14,0.31,1.14,1.45,5,6,0.14,10,0.39,0.38,37.80%,15,23,15,14,15,15381,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
50,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,1,3,0,1,4,3,0,0,0,2,0,1,0,1,0,1,0,0,1,1,6,68,22,272,86,96,0.4,1,1,0.27,0,0,1,4,5,21,0,0,45,8,1,0,490,63,7,10,14,51,63.00%,19,11,63,3,1,9,2,2,5,0,0,0,0,0,0,1,1,0,1,0,6,0,0,4,3,0,1,6,2,4,1,0,0,1,2,0,1,0,2,0,15,111,168,211,10,50.40%,66.90%,100,25,57,41,138,93,47.80%,23,1.45,0,21,35,35,16,0,0.25,0.15,0.25,0.15,0.4,4,4,0.04,9,0.19,0.2,43.50%,19,22,19,9,19,6925,,EDM vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
50,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,1,2,4,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,7,66,16,390,158,150,1.16,1,0,0.27,2,1,0,5,5,30,2,0,57,17,0,0,593,50,7,10,13,48,65.40%,17,4,48,2,4,8,3,4,6,0,0,0,0,0,0,0,2,2,0,1,3,1,0,1,1,0,0,2,3,0,1,1,0,1,0,1,0,4,4,2,9,139,198,256,21,38.50%,79.00%,153,56,99,70,199,121,52.60%,19,2.54,1,17,34,34,11,3,0.23,0.93,0.23,0.93,0.37,5,5,0.12,10,0.24,0.29,35.70%,16,15,14,17,14,6925,,EDM vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,5/22/2022,7w3cr8d8o97ighxffac7o2qdw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276243,EDM vs ATO (2022-05-22)
50,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,1,1,4,1,1,0,0,0,0,1,1,2,0,2,0,1,1,2,4,68,25,546,268,185,1.2,2,1,0.59,1,1,2,3,5,20,1,0,58,8,0,0,760,42,9,18,11,50,87.10%,12,6,54,2,2,4,6,3,10,2,0,0,0,0,0,1,2,1,1,0,4,0,0,1,1,1,0,3,2,2,1,2,0,1,2,0,0,1,1,2,15,136,235,389,17,32.20%,83.00%,267,47,139,67,314,165,50.00%,8,1.76,0,14,36,36,10,4,0.99,0.22,0.99,0.22,1.2,4,2,0.12,10,0.21,0.14,58.30%,13,24,12,15,12,15377,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
50,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,5,1,3,0,1,0,1,1,0,0,0,3,0,2,0,0,0,2,1,4,3,59,18,661,339,245,3.25,3,2,1.98,5,3,1,4,5,18,0,0,54,11,1,1,844,36,9,10,4,30,63.30%,7,3,57,2,0,5,2,6,7,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,154,218,472,23,30.10%,88.40%,371,69,144,84,416,161,75.00%,12,0,3,13,17,17,9,4,1.49,1.76,1.49,1.76,2.46,3,0,0.32,10,0.08,0.13,39.50%,14,13,11,11,11,15377,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23)
50,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,58,28,475,177,212,0.47,0,0,0.32,1,1,1,4,5,26,2,0,53,11,1,1,676,59,9,8,12,41,56.70%,12,3,57,5,2,4,1,10,8,3,0,0,0,1,0,0,1,1,0,0,5,1,0,2,2,1,0,3,2,3,2,1,1,1,1,0,0,3,3,2,13,188,181,307,24,34.30%,81.90%,214,84,91,107,254,114,42.90%,14,1.54,0,15,23,23,14,4,0.2,0.27,0.2,0.27,0.47,5,3,0.07,7,0.13,0.09,33.30%,10,21,7,22,7,15377,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06)
50,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,5,1,0,1,1,0,1,0,0,1,0,2,0,1,1,1,1,0,1,1,4,57,30,300,115,98,1.19,2,2,1.02,2,2,1,4,5,16,0,0,56,8,0,0,486,49,13,11,23,68,63.20%,17,7,61,3,5,9,4,3,3,0,0,0,0,0,2,1,1,1,0,0,2,0,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0,4,2,4,1,92,204,190,9,46.00%,71.00%,100,39,74,50,127,123,56.00%,25,1.16,2,5,42,42,22,4,0.78,0.42,0.78,0.42,1.19,3,1,0.15,8,0.4,0.25,16.10%,12,33,16,8,16,15380,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10)
50,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,2,2,0,0,2,2,0,1,1,1,0,0,2,0,1,1,0,1,0,1,1,2,67,24,508,263,154,1.31,2,1,0.52,2,1,1,4,5,25,2,1,65,13,0,0,716,62,6,22,11,50,68.30%,10,7,64,4,4,7,4,6,5,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,12,148,290,278,15,32.30%,82.10%,176,56,185,72,221,215,42.90%,21,0.11,2,8,29,29,10,11,0.39,0.92,0.39,0.92,0.52,4,2,0.22,6,0.13,0.25,34.00%,18,26,14,9,14,15380,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23)
50,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,6,0,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,2,0,3,4,69,24,519,204,222,1.91,2,1,1.32,4,2,0,5,5,17,3,3,57,9,1,1,720,48,8,15,4,45,82.10%,18,6,56,3,2,10,2,2,3,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,16,219,196,305,21,34.30%,82.10%,224,96,106,119,260,140,72.00%,25,1.1,2,19,32,32,8,5,1.91,0,1.91,0,1.91,4,1,0.24,8,0.11,0,55.80%,25,17,11,17,11,15380,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14)
50,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,0,3,1,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,75,29,479,232,143,0.38,0,0,0.09,0,0,2,3,5,22,1,0,49,14,2,0,671,58,8,6,11,41,53.80%,16,8,48,6,2,9,3,4,7,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,9,145,267,259,12,37.00%,78.30%,157,54,164,79,197,203,33.30%,21,0.67,0,20,26,26,12,3,0.15,0.22,0.15,0.22,0.38,5,9,0.05,8,0.2,0.13,38.60%,9,16,10,17,10,15380,,PAC vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
50,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,1,1,1,1,3,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,4,52,25,507,262,168,0.52,1,1,0.42,1,1,1,4,5,14,0,0,52,4,1,1,676,41,9,14,6,47,74.20%,17,10,53,0,0,7,1,4,6,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,4,6,115,234,327,14,34.10%,84.80%,251,52,127,59,284,164,53.80%,26,2.01,1,16,35,35,8,4,0.38,0.14,0.38,0.14,0.52,4,5,0.07,7,0.19,0.23,40.00%,12,24,14,8,14,15380,,ATO vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276250,ATO vs PAC (2022-06-05)
50,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,3,2,0,2,4,1,1,0,0,1,0,1,0,1,1,1,2,0,0,3,3,90,12,618,295,221,1.66,1,0,0.74,2,1,1,4,5,21,0,0,48,8,3,0,802,44,5,10,13,34,60.00%,6,4,53,4,0,6,5,2,3,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,6,6,184,187,431,24,33.70%,83.50%,313,68,135,99,369,150,64.00%,25,0.49,1,24,17,17,15,2,1.22,0.44,1.22,0.44,1.66,5,0,0.15,11,0.25,0.18,50.00%,14,9,8,31,8,15378,,VAL vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,6/5/2022,7x23jhdms5lxtkdtx8w1i153o,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276251,VAL vs EDM (2022-06-05)
50,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,61,24,502,269,148,1.1,0,0,1.1,1,1,0,5,5,20,3,0,50,7,0,0,672,60,8,6,8,38,53.80%,14,8,55,5,4,7,1,6,6,3,0,0,0,0,0,1,2,1,1,0,5,0,0,1,3,0,0,5,3,2,0,4,1,1,0,0,0,5,1,4,9,132,230,310,19,32.50%,83.10%,222,45,150,60,264,178,57.10%,28,1.17,0,17,24,24,8,6,1.1,0,1.1,0,1.1,5,1,0.22,5,0.24,0.17,30.60%,21,13,14,14,14,15381,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
50,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,2,2,2,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,4,70,21,385,176,118,1.67,1,0,0.32,1,0,0,5,5,15,1,0,49,5,1,0,583,49,10,6,15,60,64.00%,27,18,49,2,4,7,1,1,11,1,1,0,0,0,0,3,0,0,0,1,4,0,2,0,2,0,0,4,3,1,0,2,0,2,0,0,1,1,0,2,6,92,220,271,13,36.60%,76.40%,166,34,94,44,204,137,53.60%,28,1.34,1,15,45,45,14,1,0.84,0.83,0.84,0.83,0.88,5,2,0.17,10,0.2,0.23,43.50%,6,17,26,5,26,16614,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
63,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,1,1,0,0,1,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,59,40,340,149,92,1.1,1,0,0.17,1,0,1,3,4,17,0,0,48,5,0,0,535,57,7,14,13,50,70.00%,14,3,46,3,2,3,2,3,10,2,0,0,0,0,0,0,2,2,0,0,4,0,0,2,2,0,0,4,4,0,1,1,0,0,2,0,0,1,4,4,13,111,218,206,12,38.20%,70.90%,120,42,79,51,157,132,28.00%,25,1.91,1,13,41,41,4,5,0.13,0.97,0.13,0.97,1.1,4,1,0.16,7,0.15,0.22,29.70%,6,36,17,11,17,6925,,PAC vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,1,2,Played,L 1-2,2276238,PAC vs EDM (2022-05-14)
63,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,3,1,0,2,3,1,1,0,0,2,0,0,0,0,0,2,1,0,0,2,2,74,24,441,228,115,0.71,0,0,0.2,1,0,2,2,4,21,0,0,70,14,0,0,654,45,6,13,10,50,73.10%,19,10,46,3,3,6,7,7,6,1,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,123,251,280,11,36.30%,77.80%,169,44,130,58,216,167,58.10%,31,0.71,0,15,34,34,12,4,0.54,0.17,0.54,0.17,0.71,4,4,0.08,9,0.2,0.1,39.30%,16,24,15,13,15,15380,,CAV vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,2,Played,L 0-2,2276232,CAV vs PAC (2022-05-01)
63,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,66,21,485,239,159,0.36,0,0,0.26,0,0,1,3,4,14,0,0,59,5,0,0,671,60,13,19,7,49,69.60%,10,4,67,6,1,8,5,3,7,0,0,1,0,0,0,0,1,1,0,0,3,0,0,1,0,1,0,2,3,0,0,2,1,1,1,0,0,5,3,2,9,138,193,340,5,32.60%,82.10%,236,51,111,70,281,134,33.30%,21,1.43,0,16,30,30,15,4,0.3,0.05,0.3,0.05,0.36,4,3,0.06,6,0.06,0,40.00%,16,22,12,6,12,15378,,VAL vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,6/2/2022,7wpldl58asy67q11lvle4a5g4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276248,VAL vs ATO (2022-06-02)
63,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,3,3,1,1,2,0,2,0,0,0,0,1,1,2,0,0,0,2,0,6,2,65,19,367,159,124,1.76,2,1,0.59,1,1,0,4,4,20,0,0,42,4,0,0,549,58,11,15,15,59,76.50%,17,4,62,3,6,10,2,2,4,7,0,0,0,0,0,0,2,1,1,0,2,1,0,0,1,0,0,1,2,0,1,1,0,1,0,0,0,5,1,4,13,112,174,263,13,37.60%,77.10%,155,43,85,55,195,117,50.00%,8,1.2,0,6,33,33,23,3,1.67,0.1,1.67,0.1,1.76,3,2,0.18,10,0,0,34.90%,22,21,15,12,15,15381,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
63,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,2,1,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,5,1,46,19,398,204,129,0.75,1,0,0.35,0,0,0,4,4,11,2,1,48,6,0,0,550,42,10,10,8,32,71.40%,4,3,52,4,3,7,2,1,12,2,0,0,0,0,0,0,6,5,1,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,1,5,2,8,116,144,290,20,30.90%,83.70%,200,47,86,61,231,106,43.80%,16,3.82,0,18,16,16,11,5,0.68,0.07,0.68,0.07,0.75,4,4,0.08,9,0.11,0.15,54.80%,15,11,12,13,12,16614,,ATO vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,6,Played,L 1-6,2276227,ATO vs VAL (2022-04-24)
63,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,6,6,0,3,2,1,1,0,3,3,0,0,0,1,0,2,0,2,0,0,0,1,1,1,5,50,21,302,133,98,0.79,2,1,0.3,2,1,0,4,4,18,0,0,56,9,0,0,490,63,12,11,7,48,65.70%,17,11,54,3,3,8,1,4,11,0,0,1,0,0,1,1,2,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4,22,70,198,222,3,41.70%,76.50%,119,24,88,35,144,123,47.10%,17,1.53,2,1,35,35,13,0,0.77,0.02,0.77,0.02,0.79,3,2,0.11,7,1,1,14.30%,6,26,25,5,25,16614,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
