Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra,xG Outside Box 1st Half,xG Outside Box 2nd Half,xG Corners 1st Half,xG Corners 2nd Half,xG FKs 1st Half,xG FKs 2nd Half,Shots in Danger Zone,Shots on Target in Danger Zone,Goals in Danger Zone,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
360,7i19hu44byapft1lpm3okbb3d,256568,J. Heard,Josh Heard,Left Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,172747,Josh,Heard,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,33,17,8,0,0,0,0,0,0,0,0,0,2,0,0,8,2,0,0,61,5,0,3,2,9,100.00%,4,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,10,25,26,0,39.40%,75.80%,16,3,6,6,20,7,33.30%,3,2.7,0,3,9,9,0,0,0,0,0,0,0,0,0,-,0,0,0,25.00%,0,23,22,1,22,,FOR vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/12/2022,7xalg1ec3gwvx9usvsss4j28k,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,0,3,Played,L 0-3,2276253,FOR vs PAC (2022-06-12),0,0,0,0,0,0,0,0,0,,EDM vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
360,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,89,27,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,6,3,16,3,4,0.19,1,0,0,1,0,0,0,0,2,0,0,3,1,0,0,27,5,0,0,0,0,-,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,14,0,13,1,31.30%,43.80%,4,3,0,6,10,0,25.00%,4,1.47,1,0,0,0,0,0,0.19,0,0.19,0,0.19,0,0,0.19,1,-,-,14.30%,0,26,25,2,25,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29),0,0,0,0,0,0,0,0,0,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07)
360,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,75,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,15,4,4,0.05,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,5,0,0,0,0,-,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,13,1,33.30%,53.30%,4,4,0,6,9,0,42.90%,7,0.53,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0.05,1,-,-,42.90%,0,25,11,1,11,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07),0,0,0,0,0,0,0,0,0,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
360,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,9,27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-,-,0,0,0,0,0,0,-,0,0.06,0,0,1,1,0,0,0.06,0,0.06,0,0.06,0,0,0.06,1,-,-,40.70%,0,30,30,0,30,,FOR vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,5/14/2022,7ve593zeywji6ty225c3mb9ck,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,1,1,Played,T 1-1,2276237,FOR vs ATO (2022-05-14),0,0,0,0,0,0,0,0,0,,EDM vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
360,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,88,27,0,1,0,3,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,3,5,0,10,4,1,1.36,1,0,0,3,0,0,0,0,4,1,1,5,1,0,0,25,5,0,0,0,0,-,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,1,12,5,40.00%,50.00%,5,0,0,3,7,0,50.00%,4,1.16,1,0,0,0,0,0,1.36,0,1.36,0,1.36,0,1,0.34,4,-,-,40.00%,0,20,17,1,17,,EDM vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,5/22/2022,7w3cr8d8o97ighxffac7o2qdw,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,1,Played,W 2-1,2276243,EDM vs ATO (2022-05-22),0,0,0,0,0,0,0,0,0,,FOR vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,3,Played,L 0-3,2276225,FOR vs EDM (2022-04-23)
360,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,62,27,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,10,1,4,0.15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,19,1,0,0,0,1,-,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,1,9,3,20.00%,50.00%,3,2,0,6,4,0,100.00%,1,0.11,0,0,1,1,0,0,0.15,0,0.15,0,0.15,0,0,0.15,1,-,-,44.20%,0,22,6,2,6,,VAL vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,6/2/2022,7wpldl58asy67q11lvle4a5g4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,0,Played,W 1-0,2276248,VAL vs ATO (2022-06-02),0,0,0,0,0,0,0,0,0,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
360,bri3rn6ch0k8k4q9mpjc8q19l,275989,B. Wright,Brian Wright,Second Striker,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,180233,Brian,Wright,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Second Striker,Atlético Ottawa,1,10,27,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,2,0.05,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,3,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,4,0,20.00%,60.00%,2,1,0,3,2,0,50.00%,4,0.38,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0.05,1,-,-,42.20%,0,18,8,1,8,,ATO vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,2,1,Played,W 2-1,2276250,ATO vs PAC (2022-06-05),0,0,0,0,0,0,0,0,0,,HFX vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,3,Played,L 1-3,2276230,HFX vs EDM (2022-04-30)
360,6re26cen7xbrynezb3rerst05,257355,S. Camargo,Sergio Camargo,Centre Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,112657,Sergio,Camargo,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Cavalry,1,24,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,2,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17,1,0,0,0,0,-,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,6,1,23.10%,76.90%,4,5,1,7,5,1,-,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,21.20%,1,11,13,1,13,,CAV vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,6/11/2022,7x6a13297w4yer6wc2w65wphw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,1,0,Played,W 1-0,2276252,CAV vs HFX (2022-06-11),0,0,0,0,0,0,0,0,0,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07)
360,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,36,25,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,4,1,0,3,10,50.00%,6,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,35,16,0,47.20%,80.60%,10,0,19,0,12,24,50.00%,2,1.16,0,0,8,8,2,0,0,0,0,0,0,0,0,-,0,-,-,16.10%,0,33,16,0,16,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10),0,0,0,0,0,0,0,0,0,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
360,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,67,49,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,78,2,0,1,2,7,50.00%,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53,24,0,26.90%,89.60%,17,0,43,0,21,46,100.00%,1,0.11,0,0,5,5,1,1,0,0,0,0,0,0,1,-,0,-,-,34.00%,1,26,14,0,14,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23),0,0,0,0,0,0,0,0,0,,EDM vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
360,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,84,55,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,94,4,0,1,2,7,50.00%,4,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37,57,0,29.80%,85.70%,48,0,24,0,55,29,66.70%,6,1.49,0,0,5,5,2,0,0,0,0,0,0,0,0,-,0,-,-,27.10%,0,17,19,1,19,,ATO vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2276236,ATO vs PAC (2022-05-07),0,0,0,0,0,0,0,0,0,,FOR vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,3,Played,L 0-3,2276225,FOR vs EDM (2022-04-23)
360,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,76,37,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,84,0,1,1,0,7,100.00%,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,37,43,0,38.20%,82.90%,40,3,20,3,43,30,100.00%,4,1.1,0,0,6,6,0,1,0,0,0,0,0,0,0,-,0,-,-,55.80%,2,17,11,0,11,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14),0,0,0,0,0,0,0,0,0,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
360,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,77,54,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,88,3,0,0,1,5,0.00%,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,37,0,28.60%,81.80%,33,0,30,0,37,40,50.00%,4,2.01,0,0,5,5,0,0,0,0,0,0,0,0,2,-,0,-,-,40.00%,0,24,14,0,14,,ATO vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276250,ATO vs PAC (2022-06-05),0,0,0,0,0,0,0,0,0,,FOR vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,3,Played,L 0-3,2276225,FOR vs EDM (2022-04-23)
360,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,55,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36,22,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,44,0,0,4,1,7,100.00%,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,19,0,19.40%,83.30%,16,0,14,0,17,19,-,0,0.94,0,0,5,5,2,0,0,0,0,0,0,0,0,-,0,-,-,25.00%,0,23,22,2,22,,FOR vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/12/2022,7xalg1ec3gwvx9usvsss4j28k,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,0,3,Played,L 0-3,2276253,FOR vs PAC (2022-06-12),0,0,0,0,0,0,0,0,0,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
360,7lqj7hx4na2kvl5doan797vmx,560429,D. Zator,Dominick Zator,Right Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,250776,Dominick,Zator,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,York United,1,90,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,57,38,10,0.12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,63,1,0,0,0,2,-,2,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,41,19,1,36.80%,84.20%,16,1,31,2,19,36,100.00%,3,1.76,0,0,2,2,0,0,0,0.12,0,0.12,0.12,0,0,0.12,1,-,-,36.40%,1,15,14,1,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07),0,0,0,0,0,0,0,0,0,,HFX vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,3,Played,L 1-3,2276230,HFX vs EDM (2022-04-30)
360,7lqj7hx4na2kvl5doan797vmx,560429,D. Zator,Dominick Zator,Right Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,250776,Dominick,Zator,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,York United,1,90,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,70,42,24,0.06,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,79,3,2,0,1,3,66.70%,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,36,39,2,22.90%,94.30%,35,0,31,1,37,32,75.00%,4,0.79,0,0,3,3,0,0,0,0.06,0,0.06,0.06,0,0,0.06,1,-,-,48.90%,2,9,5,2,5,,YRK vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29),0,0,0,0,0,0,0,0,0,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
