Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
292,8texi81doeqhy7eu6fnhrstbe,639232,J. Assi,Jean-Aniel Assi,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,496689,Jean-Aniel,Assi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,1,65,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,5,0,0,3,3,0.00%,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,8,8,2,47.40%,57.90%,3,8,0,12,4,3,33.30%,3,1.5,0,1,2,2,1,0,0,0,0,0,0,0,0,-,0,1,1,37.80%,1,23,15,3,15,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
292,8texi81doeqhy7eu6fnhrstbe,639232,J. Assi,Jean-Aniel Assi,Right Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,496689,Jean-Aniel,Assi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Cavalry,1,25,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,14,1,0,1,0,1,100.00%,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,5,2,66.70%,33.30%,1,0,0,1,2,0,-,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,-,0,0,0,51.10%,2,18,11,1,11,,CAV vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,2,1,Played,W 2-1,2276242,CAV vs VAL (2022-05-21)
292,6cd1hn16e1opa0gzfkefmpnu,738138,M. Camara,Mamadi Camara,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,474165,Mamadi,Camara,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,1,32,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,-,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,7,0,20.00%,100.00%,5,0,0,0,5,0,-,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,29.70%,0,22,11,0,11,,FOR vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,3,Played,L 0-3,2276225,FOR vs EDM (2022-04-23)
292,6cd1hn16e1opa0gzfkefmpnu,738138,M. Camara,Mamadi Camara,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,474165,Mamadi,Camara,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,1,90,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,10,10,0.1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,31,4,2,1,1,4,60.00%,0,0,8,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,8,21,1,33.30%,95.20%,16,0,4,0,17,4,-,0,1.6,0,0,2,2,2,0,0.12,0,0.12,0,0.12,0,0,0.12,1,-,-,30.00%,0,20,11,0,11,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
292,6cd1hn16e1opa0gzfkefmpnu,738138,M. Camara,Mamadi Camara,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,474165,Mamadi,Camara,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,1,17,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,50.00%,50.00%,1,0,0,0,2,0,-,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,14.30%,0,21,17,0,17,,EDM vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,3,Played,L 0-3,2276234,EDM vs CAV (2022-05-07)
292,6oy4mzcnojabnil6u43mxal4a,752927,M. Shaw,Malcolm Shaw,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,478934,Malcolm,Shaw,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,79,26,0,1,0,2,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,6,0,14,2,6,0.4,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0,32,4,0,0,0,0,-,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,16,4,50.00%,57.10%,2,6,0,8,6,0,75.00%,4,1.3,0,1,0,0,0,0,0.4,0.04,0.4,0.04,0.44,0,0,0.09,5,0,0,43.50%,0,17,26,0,26,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
292,6oy4mzcnojabnil6u43mxal4a,752927,M. Shaw,Malcolm Shaw,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,478934,Malcolm,Shaw,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,79,26,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,4,6,0.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,33,12,0,0,1,1,-,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,1,23,1,8.30%,83.30%,9,1,0,2,9,1,0.00%,2,1.5,0,0,0,0,1,0,0.09,0,0.09,0,0.09,0,0,0.04,2,-,-,14.30%,1,26,25,0,25,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
292,6oy4mzcnojabnil6u43mxal4a,752927,M. Shaw,Malcolm Shaw,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,478934,Malcolm,Shaw,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,81,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,5,3,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,29,16,0,1,0,4,50.00%,3,1,2,4,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,6,15,1,8.30%,66.70%,6,2,0,3,8,1,0.00%,6,1.6,0,0,3,3,1,0,0,0,0,0,0,0,0,-,0,-,-,40.70%,0,30,30,0,30,,FOR vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,5/14/2022,7ve593zeywji6ty225c3mb9ck,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,1,1,Played,T 1-1,2276237,FOR vs ATO (2022-05-14)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,1,28,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,7,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,-,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,7,1,20.00%,90.00%,5,3,1,3,6,1,-,0,1.8,0,2,0,0,0,0,0.07,0,0.07,0,0.07,0,0,0.07,1,0,0,36.40%,1,15,14,0,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Second Striker,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Second Striker,York United,1,71,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,5,15,0,0,0,0,0,0,0,0,0,8,0,0,8,3,0,0,48,6,1,0,0,1,50.00%,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,3,26,2,8.30%,83.30%,10,9,1,10,13,1,100.00%,2,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,-,0,-,-,40.00%,2,24,9,1,9,,EDM vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Second Striker,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Second Striker,York United,1,89,20,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,34,7,21,0.2,0,0,0,0,0,0,0,0,8,0,0,8,6,1,0,53,4,0,1,0,1,100.00%,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,33,0,20,1,17.60%,82.40%,12,16,0,20,14,0,-,0,0.8,0,1,0,0,0,1,0.16,0,0.16,0,0.16,0,0,0.08,2,0,0,48.90%,3,9,5,5,5,,YRK vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,1,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,9,11,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,36,5,0,4,0,4,80.00%,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,11,22,0,16.70%,83.30%,14,0,6,1,16,7,-,0,0.5,0,0,2,2,2,0,0,0,0,0,0,0,1,-,0,-,-,35.40%,0,20,22,1,22,,YRK vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,0,Played,W 1-0,2276233,YRK vs FOR (2022-05-06)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,1,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,29,11,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,43,6,1,3,0,6,80.00%,2,0,14,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,9,25,0,41.40%,72.40%,15,3,3,5,20,4,-,0,0.5,0,0,3,3,3,0,0,0,0,0,0,0,0,-,0,-,-,52.20%,6,38,23,0,23,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,5/15/2022,7vr03vkxl0logctgpffg250yc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,1,Played,L 0-1,2276240,VAL vs YRK (2022-05-15)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,1,84,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,10,2,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,24,6,1,3,0,4,100.00%,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,11,0,30.00%,70.00%,3,4,0,5,5,0,0.00%,1,0.4,0,0,1,1,2,1,0.04,0,0.04,0,0.04,0,0,0.02,2,-,-,43.20%,1,18,17,0,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
292,6z58yyouaevipxrmrmorcz0no,849654,I. Johnston,Isaiah Johnston,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,509124,Isaiah,Johnston,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,1,90,20,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,3,8,0.1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,28,9,1,0,0,2,50.00%,1,0,4,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,15,5,8,3,30.80%,84.60%,4,5,2,6,4,3,0.00%,2,1.8,0,1,1,1,1,0,0.08,0,0.08,0,0.08,0,0,0.02,4,0,0,44.40%,2,13,17,0,17,,YRK vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2276246,YRK vs CAV (2022-05-29)
292,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,86,18,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,20,3,10,0.2,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,41,6,1,0,0,2,33.30%,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,2,20,5,40.00%,65.00%,8,4,1,6,13,1,66.70%,3,1.8,0,0,1,1,0,1,0.24,0,0.24,0,0.24,0,0,0.08,3,-,-,36.40%,1,15,14,2,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07)
292,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,89,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,3,0,0,0,0,0,0,0,0,0,5,0,0,8,2,0,0,30,9,3,1,1,6,100.00%,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,3,16,1,30.00%,90.00%,7,1,1,1,8,1,0.00%,3,0.5,0,1,2,2,3,1,0,0,0,0,0,0,0,-,0,0,0,35.40%,0,20,22,0,22,,YRK vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,0,Played,W 1-0,2276233,YRK vs FOR (2022-05-06)
292,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,York United,1,85,18,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,5,0.1,0,0,0,0,0,0,0,0,6,1,1,4,2,0,0,34,7,0,1,1,3,100.00%,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,15,2,17,4,55.60%,55.60%,3,2,0,3,5,1,0.00%,2,0.5,0,2,1,1,2,0,0,0.06,0,0.06,0.06,0,0,0.03,2,0,0,52.20%,2,38,23,1,23,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,5/15/2022,7vr03vkxl0logctgpffg250yc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,1,Played,L 0-1,2276240,VAL vs YRK (2022-05-15)
292,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,1,77,18,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,12,3,2,0.2,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,26,0,0,1,0,3,100.00%,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,8,1,25.00%,41.70%,3,1,1,6,5,1,100.00%,1,0.4,0,0,2,2,0,1,0.06,0.13,0.06,0.13,0.19,0,0,0.06,3,-,-,43.20%,0,18,17,0,17,,PAC vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
292,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,76,25,38,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,100,6,1,0,1,2,33.30%,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,12,62,2,42.10%,82.90%,47,10,6,13,56,7,0.00%,1,1.1,0,1,1,1,0,1,0,0,0,0,0,0,1,-,0,0,0,65.20%,2,13,8,3,8,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
292,3wyn5e0uz5jfilp065m3qynoq,849475,A. Sissoko,Aboubacar Sissoko,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,501450,Aboubacar,Sissoko,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,1,89,26,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,54,20,17,0,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,81,5,0,1,0,3,100.00%,2,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,15,14,52,1,40.70%,68.50%,28,3,6,9,38,7,0.00%,1,1.6,0,0,3,3,0,0,0,0.02,0,0.02,0.02,0,0,0.02,1,-,-,58.30%,1,24,12,4,12,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
