Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
292,3ot9v3kbxlf1il8eg7o4vg9ud,195040,D. Beckie,Drew Beckie,Right Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,151932,Drew,Beckie,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Atlético Ottawa,1,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,-,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,100.00%,25.00%,0,0,1,1,1,2,-,0,1.2,0,0,2,2,0,0,0,0,0,0,0,0,0,-,0,-,-,40.00%,0,20,17,0,17,,EDM vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,5/22/2022,7w3cr8d8o97ighxffac7o2qdw,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,1,Played,W 2-1,2276243,EDM vs ATO (2022-05-22)
292,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,1,26,25,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,1,14,6,5,0.4,1,0,0,1,0,0,0,0,1,0,0,6,1,0,0,28,1,3,1,0,4,100.00%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,5,15,2,28.60%,78.60%,8,2,1,2,10,2,-,0,1.6,0,2,3,3,1,0,0.39,0,0.39,0,0.39,0,0,0.2,2,0,0,58.30%,0,24,12,0,12,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
292,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,1,84,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,11,22,0.1,0,0,0,0,0,0,0,0,7,0,0,6,3,1,1,57,8,0,2,0,2,50.00%,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,3,25,2,22.90%,94.30%,19,14,0,15,20,0,-,0,0,0,0,0,0,1,1,0.06,0,0.06,0,0.06,0,0,0.06,1,-,-,39.50%,3,13,11,2,11,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23)
292,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Right Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Forge,1,69,25,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,28,5,21,0.2,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,49,8,1,0,1,2,50.00%,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,2,16,6,10.70%,92.90%,11,15,0,17,11,0,-,0,1.5,0,1,0,0,1,1,0.08,0.12,0.08,0.12,0.21,0,0,0.07,3,0,0,33.30%,1,21,7,2,7,,YRK vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2276233,YRK vs FOR (2022-05-06)
292,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,65,25,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,1,5,0,29,3,21,1.2,2,0,0,2,0,0,0,0,5,1,1,5,4,0,0,47,2,0,1,0,1,100.00%,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,9,8,17.20%,82.80%,4,19,1,24,4,1,-,0,0.3,2,5,0,0,1,0,1.17,0,1.17,0,1.17,0,0,0.39,3,0,0,34.10%,1,22,6,2,6,,HFX vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,4,0,Played,W 4-0,2276244,HFX vs FOR (2022-05-20)
292,eoiimmhy0bdg3guq88jihpyol,108178,J. Mason,Joe Mason,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,73442,Joe,Mason,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,1,90,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,9,5,0.1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,27,6,0,0,0,0,-,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,0,16,4,11.10%,77.80%,11,3,0,5,13,0,100.00%,1,1.2,0,0,0,0,0,0,0.08,0,0.08,0,0.08,0,0,0.08,1,-,-,30.60%,1,13,14,0,14,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
292,eoiimmhy0bdg3guq88jihpyol,108178,J. Mason,Joe Mason,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,73442,Joe,Mason,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,1,90,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,1,14,1,8,0.1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28,11,0,0,0,0,0.00%,0,0,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,18,0,10,5,7.10%,64.30%,3,6,0,9,5,0,25.00%,4,0.7,0,2,0,0,0,0,0.07,0,0.07,0,0.07,0,0,0.07,1,0,0,37.50%,3,22,13,3,13,,CAV vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,0,Played,W 2-0,2276232,CAV vs PAC (2022-05-01)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Pacific,1,90,27,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,4,29,16,7,0.2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,39,2,0,1,1,8,100.00%,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,24,14,1,37.90%,79.30%,12,0,11,0,13,16,60.00%,5,1.2,1,0,7,7,1,0,0,0.25,0,0.25,0.25,0,0,0.25,1,-,-,16.10%,0,33,16,0,16,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Central Defender,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Pacific,1,4,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00%,0.00%,0,0,0,0,1,0,-,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,34.00%,1,26,14,0,14,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,103,78,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117,2,0,1,3,10,100.00%,6,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,45,0,30.10%,91.30%,38,0,56,0,41,62,0.00%,2,0.5,0,0,5,5,4,1,0,0,0,0,0,0,1,-,0,-,-,44.10%,0,15,10,1,10,,EDM vs PAC,FALSE,TRUE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,1,90,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,55,43,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,70,1,1,1,1,9,100.00%,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,44,25,1,25.50%,92.70%,19,0,32,0,20,35,75.00%,4,0.7,0,0,7,7,2,0,0,0.01,0,0.01,0.01,0,1,0.01,1,-,-,39.30%,0,24,15,0,15,,CAV vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,2,Played,L 0-2,2276232,CAV vs PAC (2022-05-01)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Central Defender,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Pacific,1,65,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,1,5,-,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,28,0,36.20%,94.80%,25,1,29,2,26,30,0.00%,2,1.1,0,0,4,4,1,0,0,0,0,0,0,0,0,-,0,-,-,55.80%,2,17,11,2,11,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Pacific,1,90,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,63,48,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,73,5,0,0,2,5,-,3,1,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,55,17,1,46.00%,92.10%,16,0,42,0,16,47,33.30%,3,0.7,0,0,5,5,0,0,0,0,0,0,0,0,3,0,1,-,-,38.60%,0,16,10,0,10,,PAC vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21)
292,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Pacific,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,52,37,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,0,0,1,1,10,100.00%,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,14,0,44.20%,84.60%,12,0,32,0,14,38,-,0,2.7,0,0,10,10,0,0,0,0,0,0,0,0,1,-,0,-,-,38.50%,0,25,11,0,11,,PAC vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,5/28/2022,7wbfumbhncegii9hi6bdw2zv8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,2,Played,T 2-2,2276245,PAC vs VAL (2022-05-28)
292,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,59,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,23,10,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,33,5,0,1,1,2,50.00%,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,24,0,34.80%,78.30%,16,1,1,2,19,2,100.00%,1,1.3,0,4,0,0,2,0,0,0,0,0,0,0,0,-,0,0,0,43.50%,0,17,26,0,26,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
292,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,32,13,11,0,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,45,4,0,2,1,4,50.00%,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,14,27,0,37.50%,75.00%,17,1,6,2,20,10,66.70%,3,1.5,0,0,1,1,3,0,0,0,0,0,0,0,1,-,0,-,-,14.30%,1,26,25,1,25,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
292,eyems8p1wpp6df9w1wz6rdvpx,226323,B. McKendry,Ben McKendry,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,203479,Ben,McKendry,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00%,100.00%,1,0,0,0,1,0,-,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,40.70%,0,30,30,0,30,,FOR vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,5/14/2022,7ve593zeywji6ty225c3mb9ck,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,1,1,Played,T 1-1,2276237,FOR vs ATO (2022-05-14)
292,2zedqkn15thv6wx5xmgv48gd1,195042,K. Bekker,Kyle Bekker,Central Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,140123,Kyle,Bekker,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Forge,1,90,31,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,75,33,37,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,3,0,0,1,1,0.00%,0,0,4,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,57,2,16.00%,93.30%,52,14,4,15,54,6,100.00%,1,0,0,1,0,0,1,0,0.04,0.09,0.04,0.09,0.13,0,0,0.07,2,0,0,39.50%,1,13,11,1,11,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23)
292,2zedqkn15thv6wx5xmgv48gd1,195042,K. Bekker,Kyle Bekker,Centre Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,140123,Kyle,Bekker,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Forge,1,16,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,28.60%,85.70%,6,6,0,6,8,0,-,0,0.5,0,3,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,53.80%,0,12,14,1,14,,FOR vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,5/14/2022,7ve593zeywji6ty225c3mb9ck,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276237,FOR vs ATO (2022-05-14)
292,97h9y7sc3o8e0gvazfd375cdl,504778,S. Gutiérrez,Sebastián Gutiérrez,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,233484,Sebastián,Gutiérrez,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,1,22,24,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,8,5,1,2,1,4,75.00%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,4,1,50.00%,0.00%,0,0,0,1,1,0,0.00%,2,1.1,0,0,2,2,2,0,0.05,0,0.05,0,0.05,0,0,0.05,1,-,-,27.60%,0,20,14,0,14,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22)
292,97h9y7sc3o8e0gvazfd375cdl,504778,S. Gutiérrez,Sebastián Gutiérrez,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,233484,Sebastián,Gutiérrez,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,1,62,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,17,6,6,0,0,0,0,0,0,0,0,0,3,0,0,8,2,0,0,34,8,3,1,0,4,57.10%,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,22,1,29.40%,70.60%,6,3,3,3,11,3,-,0,1.8,0,0,1,1,3,0,0.04,0,0.04,0,0.04,0,0,0.04,1,-,-,44.40%,1,13,17,0,17,,YRK vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2276246,YRK vs CAV (2022-05-29)
292,ykzkzazvga55do4buqq0quhh,160087,A. Morgan,Ashtone Morgan,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,95630,Ashtone,Morgan,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,1,17,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,7,0,37.50%,87.50%,6,1,0,1,7,0,-,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,65.20%,0,13,8,0,8,,PAC vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,1,2,Played,L 1-2,2276219,PAC vs FOR (2022-04-10)
